"symbol__gene_id","gene_id","module_color","module","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"NA__GOHIR.A09G184800","GOHIR.A09G184800","yellow","4",3.55586561488141,3.01017545544712,3.88422247656276,2.7913056449142,2.43408532029772,6.35109819829235,3.4276825686727,7.20557802740158,2.62874677778667,3.04898135133229,2.66223396262617,3.08945692357085,3.60632031527194,2.85008600481449,4.35004020859288,3.08998308067961,2,2.94775024566816,5.62622217289099,2.6513330449187,3.60888010477626,3.13044981286818,4.86188681498821,5.20791033887323,NA,"A09",78885724,NA,2,"protein_coding","PROTEIN ABIL2-RELATED",NA,2655,945,2655,181,467,10,NA,"List"
"NA__GOHIR.A09G219200","GOHIR.A09G219200","yellow","4",5.1573797995879,3.95361617918165,2.92385636079773,5.96465737059027,5.23653786375587,5.74291206777623,5.44084117339479,6.11900569504755,3.29665710726744,3.87682968160896,2.36878579064934,4.17785720364921,5.53163147737594,4.16284475288014,6.93640912745091,6.16436240017944,4.73127487487708,2.94775024566816,8.27164080833629,3.71478406110326,4.78853023020224,4.19150252964477,4.90724910991133,6.35213145649779,NA,"A09",82701214,NA,1,"protein_coding","UPF0041 BRAIN PROTEIN 44-RELATED ",NA,2141,582,2141,1191,273,2,NA,"List"
"NA__GOHIR.A10G002900","GOHIR.A10G002900","yellow","4",2,2.22530702499796,3.76234000623057,2,2,5.78673755402503,2.35804782158611,5.50998977714615,2,2.34172063620157,2.66223396262617,2.88436690910893,2.74981818715564,2.34202686779743,4.67861643456034,2.64557043148888,2,2.55034042698888,3.98204152108898,2,2.68076114072744,2.37553156879275,4.95122846272045,5.64123374178192,NA,"A10",265814,NA,1,"protein_coding","protein xylosyltransferase (XYLT)",NA,4722,1242,4722,399,213,6,NA,"List"
"NA__GOHIR.A10G029100","GOHIR.A10G029100","yellow","4",2,2,3.13503548238283,2,2.23330766528337,5.24266488988353,2.35804782158611,5.34093899907457,2,2,2.66223396262617,2.76973957966326,2,2.34202686779743,4.91076284324027,2.35859751627867,2,2,3.89668039006826,3.09844485322298,2,2,3.82956696539905,6.12765176736509,NA,"A10",2730718,NA,1,"protein_coding","RHO FAMILY GTPASE ",NA,2122,591,2122,203,375,7,NA,"List"
"NA__GOHIR.A10G035300","GOHIR.A10G035300","yellow","4",4.08185133977688,5.45582488685157,4.80347467337389,5.32354683492225,5.57078755780668,8.6864705278244,4.60179808311366,8.96668438913485,4.51952116442326,4.83736673489457,3.96814831396196,4.38674804091344,4.024005446112,4.66692074337652,8.26341222094171,3.42925339053519,6.06980362212107,6.86285246705689,7.14042658403552,4.14525766899094,4.4494532892233,2.37553156879275,5.94457592941415,9.15237675473124,NA,"A10",3278834,NA,1,"protein_coding","X-BOX TRANSCRIPTION FACTOR-RELATED ",NA,4578,2937,4578,290,193,12,NA,"List"
"NA__GOHIR.A10G093200","GOHIR.A10G093200","yellow","4",2.71957797689432,4.60188193927195,5.36048469205888,4.49246508104013,3.26556647560009,7.65974236501389,4.22094136269604,8.10899406485859,3.18555975355839,3.38050927460521,4.25895692487073,5.10661457571242,3.2407184095517,2.85008600481449,7.23646090193238,2,5.4793287676953,4.08780853003982,6.81944046284514,3.71478406110326,5.44479398905192,3.99029223081701,6.95210131435002,7.4964450011901,NA,"A10",18590336,NA,1,"protein_coding","L-ascorbate oxidase / Ascorbase",NA,3393,1647,3393,129,238,9,NA,"List"
"NA__GOHIR.A10G170600","GOHIR.A10G170600","yellow","4",2.57048741135079,3.95361617918165,3.76234000623057,4.21822318223521,4.76391944911368,8.28948500766538,3.70200287017715,8.77672240562869,3.18555975355839,2.34172063620157,3.11440863460451,2.35837915374809,3.60632031527194,3.97925617107348,7.32628364351359,3.57301184382607,2,6.61198535892806,7.89067660685858,2.8921408650027,2.44550545566904,2.67322618584733,4.30671728749097,8.65483954017553,NA,"A10",100492175,NA,1,"protein_coding","CHITINASE-RELATED ",NA,1369,951,1369,37,250,2,NA,"List"
"NA__GOHIR.A11G047100","GOHIR.A11G047100","yellow","4",2,2.88372249189632,2.92385636079773,2.57249519080368,3.26556647560009,5.17831029418855,2.64466924019999,5.92327723882916,2,2.34172063620157,2,2.35837915374809,2,2.85008600481449,5.07922591676327,2,2,3.25899741217106,4.21145014290031,2,2.68076114072744,2.67322618584733,4.00673698670243,6.15173818529583,NA,"A11",4728004,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1303,945,1303,150,208,1,NA,"List"
"NA__GOHIR.A11G107800","GOHIR.A11G107800","yellow","4",3.09202165066493,2.88372249189632,2.37746796713408,2.7913056449142,4.11603626567886,5.47472110998333,3.82179741624117,6.95034183516897,2.93385115214148,2.84943993215811,2.36878579064934,2.88436690910893,4.024005446112,3.04973148124057,6.73920267979229,4.22290501778909,2,4.16453982899686,6.78422412049511,2.8921408650027,2.16426759696535,3.31416711239318,4.00673698670243,6.52805419215081,NA,"A11",11491367,NA,1,"protein_coding","GLYCOGENIN ",NA,2200,1011,2200,162,481,4,NA,"List"
"NA__GOHIR.A11G159400","GOHIR.A11G159400","yellow","4",2,4.43153636121853,2.92385636079773,3.87931889104006,3.78967829404287,5.9107509845164,2.88367650908263,6.09261842234263,3.06518798921568,2.34172063620157,3.6035298674839,2.88436690910893,3.2407184095517,3.52243390118707,6.00804821073087,2,2,4.00676581309357,4.96511669745649,3.09844485322298,2.97436512420162,2.67322618584733,3.73209302044089,6.94125945512268,NA,"A11",21092285,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2231,1302,2231,210,267,6,NA,"List"
"NA__GOHIR.A11G273400","GOHIR.A11G273400","yellow","4",2.40419482068231,5.95756516875718,2.6763755803175,2.31446064497117,4.22837752617552,8.24304770272114,3.82179741624117,8.4054547252878,2.78934949873028,4.32452450265659,3.4581686629732,4.13218776257852,3.75938304448423,3.97925617107348,7.49667899236037,3.2695683708911,4.13233107114161,2.55034042698888,5.12378820426357,2.8921408650027,4.65678696360269,3.87808073440553,7.0259360561518,7.85294554139284,NA,"A11",113383852,NA,1,"protein_coding","nicotianamine synthase (E2.5.1.43)",NA,1478,960,1478,98,420,1,NA,"List"
"NA__GOHIR.A11G321200","GOHIR.A11G321200","yellow","4",2.71957797689432,4.47604519544903,2.37746796713408,2.7913056449142,4.28142936053307,6.50333007871149,2.88367650908263,6.33700081537812,3.06518798921568,2.61780080759122,2.36878579064934,3.42862952518244,3.2407184095517,4.40069586355624,6.54564873599407,4.13295390112547,2,2.30125471211252,4.5833223916525,2.6513330449187,5.08355667446371,3.75639983425102,5.22643753938268,6.59984665105977,NA,"A11",123414709,NA,1,"protein_coding",NA,NA,5658,765,5658,168,1911,8,NA,"List"
"NA__GOHIR.A11G324500","GOHIR.A11G324500","yellow","4",2.57048741135079,3.12643243559972,2.6763755803175,4.49246508104013,3.92919708451089,6.24512943291601,3.26810619600039,6.62169504142157,2.24132005180405,2.34172063620157,2.36878579064934,3.1820131104832,2.74981818715564,3.38140341602474,6.45051867807086,2.35859751627867,2,4.08780853003982,4.52762588059646,2,2.44550545566904,2.37553156879275,5.07565271735291,7.21713898817598,NA,"A11",123788599,NA,1,"protein_coding","Fasciclin domain (Fasciclin)",NA,876,726,876,23,127,1,NA,"List"
"NA__GOHIR.A11G327600","GOHIR.A11G327600","yellow","4",2,2.74511169189668,3.31921301700808,3.67442448028683,3.26556647560009,6.60475299555945,3.57135297758271,7.49469189342409,2.4479996514291,2.34172063620157,2.90596453624025,3.57235302301233,2.42308377791439,3.2250778495991,7.22213184145166,2,2,3.25899741217106,4.92256377694958,3.58359884639247,2.88297895560221,2.37553156879275,5.83146559288328,8.00612493898672,NA,"A11",123981235,NA,1,"protein_coding","LACCASE-2",NA,2235,1752,2235,49,105,5,NA,"List"
"NA__GOHIR.A11G328800","GOHIR.A11G328800","yellow","4",2.40419482068231,3.88924616129846,3.99660535351819,4.14066522749712,4.22837752617552,5.87058608538504,4.66723765728124,6.54592116854316,3.06518798921568,3.64990826082861,2.90596453624025,3.76420633726651,3.43506967371852,3.8778860690021,6.29491630876285,3.08998308067961,2,5.3300432713561,5.26672486933768,4.3202915549514,2.68076114072744,2.91987580026354,4.16451001339232,7.03488870211609,NA,"A11",124063954,NA,1,"protein_coding","LACCASE-10-RELATED",NA,2614,1671,2614,134,443,5,NA,"List"
"NA__GOHIR.A12G073300","GOHIR.A12G073300","yellow","4",2.21620658678122,2.5917541056907,2.37746796713408,2,3.86112358891331,5.65105286786627,2.64466924019999,5.95291736806894,2,2.34172063620157,2.66223396262617,2.6452124655781,2,3.04973148124057,5.93963526204249,2,2,2.30125471211252,4.73856712609494,3.43928074048115,2.56792329405197,2,3.39257351351432,6.02707132638825,NA,"A12",25705279,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1467,951,1467,146,370,1,NA,"List"
"NA__GOHIR.A12G187100","GOHIR.A12G187100","yellow","4",4.23833641197001,5.7005336534023,4.45572797148468,4.14066522749712,4.33259933089235,6.67639911550201,3.57135297758271,7.67446323107485,4.65079645120433,4.07286220309567,5.69397641957484,5.77497844569349,3.2407184095517,4.16284475288014,6.92760509131066,3.2695683708911,4.46266419658292,3.11175116310498,4.4696925119289,4.3202915549514,4.9092432667126,3.47710988791868,6.62558388106959,6.15173818529583,NA,"A12",99532483,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1969,1320,1969,39,358,4,NA,"List"
"NA__GOHIR.A12G235500","GOHIR.A12G235500","yellow","4",3.84269772843192,6.64395388231917,5.27392423352236,5.09591540392231,5.94422251721385,7.59342572378236,6.48597230878928,8.27659477066358,5.53110414361134,5.29569576360186,3.73557628210589,4.34731969780141,4.34751979078453,5.41024619632058,7.92597941864912,4.95834017740333,6.33467080865961,4.08780853003982,6.31018865371426,3.2789047617014,5.82222824888659,4.28247749937117,7.20007475272784,7.6310403221046,NA,"A12",105532482,NA,1,"protein_coding",NA,NA,1086,744,1086,44,203,2,NA,"List"
"NA__GOHIR.A13G004100","GOHIR.A13G004100","yellow","4",2.21620658678122,3.6768713025492,4.10086297294918,2.98125839902982,3.36722730504187,5.27379674548643,3.70200287017715,6.11900569504755,3.58631380713011,4.94142141702039,3.11440863460451,2.6452124655781,2.42308377791439,2,4.79935399207486,3.2695683708911,2,5.22647181475266,5.33321107507359,2.36211567114277,2.88297895560221,3.31416711239318,4.49676618994051,6.35213145649779,NA,"A13",403617,NA,1,"protein_coding","EamA-like transporter family (EamA)",NA,3504,1185,3504,97,354,7,NA,"List"
"NA__GOHIR.A13G078700","GOHIR.A13G078700","yellow","4",2,2,2.6763755803175,2,2.61030411631385,5.33411478502018,2.35804782158611,5.89301535776157,2,2,2,2,2,2,5.49133510843195,2,2,3.39259727247032,2.74922408898782,2,2,2,3.51484206690889,5.89060394786677,NA,"A13",42226482,NA,2,"protein_coding","FAMILY NOT NAMED ",NA,2278,1292,2278,50,395,6,NA,"List"
"NA__GOHIR.A13G189200","GOHIR.A13G189200","yellow","4",5.89763306473998,5.94178340744246,7.91202375403714,7.57775991148833,5.876871040575,9.87103329386578,6.11586921707557,9.72789054498229,5.79983710923617,6.43159401442476,5.59312583924479,7.0446246923245,5.02796780519463,5.73407679459065,9.32107618824923,4.30757538124165,9.73525041437879,6.99479129533791,7.52163642020056,4.47636876988586,6.74457921393328,5.3528773670162,9.09392251988775,10.3005878337793,NA,"A13",106633601,NA,1,"protein_coding","sucrose synthase (E2.4.1.13)",NA,4541,2421,4541,217,370,13,NA,"List"
"NA__GOHIR.D01G103200","GOHIR.D01G103200","yellow","4",4.08185133977688,5.38756331995061,5.18183684767596,5.60918128220068,6.41691613018827,8.7815951650915,5.28279600927189,9.03409980699111,4.32354951075964,5.17280961073452,3.73557628210589,4.82021433143492,4.83475734180146,6.06906896074765,8.50152816608492,5.36623856008471,6.75199601443566,7.11566847875439,6.77229168390479,4.3202915549514,5.61064401708077,3.75639983425102,7.51046227819035,9.5006849978877,NA,"D01",19017952,NA,1,"protein_coding","NAD DEPENDENT EPIMERASE/DEHYDRATASE ",NA,2026,927,2026,58,193,5,NA,"List"
"NA__GOHIR.D02G009900","GOHIR.D02G009900","yellow","4",2.57048741135079,4.07433215382681,3.88422247656276,4.05869976336691,3.78967829404287,7.48453646818123,3.08865834514957,7.9342686401441,2.62874677778667,3.52148786792503,2.66223396262617,5.10661457571242,3.0160479299037,4.24656186090393,7.14827069842944,3.2695683708911,3.70317544760233,4.66470103226311,6.34282798718075,2.6513330449187,4.35058200330629,3.13044981286818,6.69189194007192,7.9995039626898,NA,"D02",947766,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2974,1632,2974,232,219,6,NA,"List"
"NA__GOHIR.D02G142600","GOHIR.D02G142600","yellow","4",2,2,2,2,2.61030411631385,7.30781192824505,3.26810619600039,6.69368689985651,2.4479996514291,4.72521964020813,2,2.19028918046692,2,2.85008600481449,5.79223321813115,2.64557043148888,2,4.37291892682088,5.12378820426357,2,2.44550545566904,2,4.99390670713736,7.14697678602239,NA,"D02",53597141,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2162,1587,2162,76,229,2,NA,"List"
"NA__GOHIR.D02G143200","GOHIR.D02G143200","yellow","4",5.84990225835087,7.88618299562588,6.77174152000956,6.85837227546712,8.12165894916126,10.1626567219705,7.82000047613421,10.0998712937855,6.53686094520119,7.20217445637793,7.47244150055018,6.45994744809931,6.9216257323129,7.93535669757818,10.2107686476943,6.6266157188727,6.33467080865961,6.67890877440491,8.88124701112854,6.42909876234533,9.49254715446805,6.64862161663735,9.05161948476299,10.3046218499616,NA,"D02",53952755,NA,1,"protein_coding","MLP-LIKE PROTEIN 165-RELATED",NA,878,474,878,45,263,2,NA,"List"
"NA__GOHIR.D02G177500","GOHIR.D02G177500","yellow","4",2.40419482068231,4.38561054574987,4.92206804434175,3.97179550085875,4.11603626567886,6.4498131225821,4.30558119292644,6.54592116854316,2.78934949873028,2.61780080759122,3.11440863460451,4.42512742552358,3.75938304448423,3.97925617107348,6.41316299657021,2.35859751627867,2,3.39259727247032,5.65249862230379,3.2789047617014,5.52255085740129,3.62350276791526,6.40614344702556,6.39312102555573,NA,"D02",65091082,NA,1,"protein_coding",NA,NA,1004,732,1004,40,232,1,NA,"List"
"NA__GOHIR.D02G203800","GOHIR.D02G203800","yellow","4",3.29576744779576,4.85876923646445,4.80347467337389,3.5599192025286,4.56431859612059,6.61694383669321,3.26810619600039,6.84362491248917,3.18555975355839,3.87682968160896,3.8565437518839,3.703046810162,3.60632031527194,3.8778860690021,6.34867021538548,2.64557043148888,2,2.55034042698888,5.26672486933768,3.94601732903445,4.60052572566346,3.47710988791868,5.87777921742643,6.71747987039542,NA,"D02",69232000,NA,1,"protein_coding","cysteine and glycine-rich protein (CSRP)",NA,2033,591,2033,214,350,5,NA,"List"
"NA__GOHIR.D03G006300","GOHIR.D03G006300","yellow","4",2.40419482068231,3.01017545544712,3.31921301700808,4.05869976336691,2.61030411631385,6.30663257556326,3.26810619600039,6.82771420991897,3.18555975355839,3.38050927460521,2.90596453624025,3.57235302301233,2,3.04973148124057,5.84928824783875,3.70373453095884,3.70317544760233,4.23739536021525,4.52762588059646,2.36211567114277,2.44550545566904,3.31416711239318,5.45746367869562,6.89919458278589,NA,"D03",427454,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2002,954,2002,553,222,4,NA,"List"
"NA__GOHIR.D03G080400","GOHIR.D03G080400","yellow","4",2.21620658678122,3.12643243559972,2.6763755803175,2.57249519080368,2.90891660681901,5.30427097401464,3.4276825686727,6.42423166364124,2.4479996514291,3.04898135133229,2.36878579064934,3.50228027896875,2.42308377791439,3.65089734552499,4.98052581198408,2.64557043148888,2,4.23739536021525,5.67830503522596,2.8921408650027,2.44550545566904,2.37553156879275,3.62755307871061,5.83218491012411,NA,"D03",32495666,NA,1,"protein_coding","NUCLEOPORIN-RELATED ",NA,811,564,811,18,229,1,NA,"List"
"NA__GOHIR.D03G135800","GOHIR.D03G135800","yellow","4",2,2.88372249189632,2.37746796713408,2.7913056449142,3.86112358891331,5.89080830522273,2.35804782158611,6.17037504557099,2.62874677778667,2.34172063620157,2,2.99055323891648,2,3.2250778495991,5.88610873396944,2.35859751627867,4.13233107114161,2.55034042698888,2.93194882728233,2.8921408650027,2.97436512420162,2.67322618584733,4.76664513453441,7.04778173404832,NA,"D03",49288637,NA,2,"protein_coding","SOLUTE CARRIER FAMILY 35 ",NA,4743,1023,4643,354,308,9,NA,"List"
"NA__GOHIR.D03G144400","GOHIR.D03G144400","yellow","4",4.50806778601628,4.89200008547909,5.083468309467,5.74640734868984,3.03784742832721,7.31531257291776,4.03512925843078,6.65813998185435,4.42486031252309,3.52148786792503,3.4581686629732,3.76420633726651,2,4.16284475288014,3.92385395551021,4.22290501778909,4.46266419658292,6.69192883080648,7.6445478571196,4.04907422729462,2.7854101772743,4.28247749937117,6.37419104726253,7.66490835327761,NA,"D03",50644083,NA,1,"protein_coding","PEROXIDASE 52",NA,1955,963,1955,83,251,4,NA,"List"
"NA__GOHIR.D03G144500","GOHIR.D03G144500","yellow","4",4.18803734206838,4.85876923646445,4.53230662711106,5.25158780078531,4.76391944911368,8.24304770272114,3.26810619600039,7.70961505587705,4.65079645120433,4.2454163949661,3.73557628210589,4.76143173744264,3.2407184095517,3.97925617107348,7.19303956535125,3.82359026799331,5.15325254143213,4.61087562253032,5.95657924166692,4.04907422729462,5.91741787227299,4.28247749937117,7.37978209306787,8.65061987226736,NA,"D03",50651819,NA,1,"protein_coding","peroxidase (E1.11.1.7)",NA,2708,969,2708,80,393,4,NA,"List"
"NA__GOHIR.D04G015800","GOHIR.D04G015800","yellow","4",3.38777646284645,5.04755902827753,2.37746796713408,3.5599192025286,5.09552962969677,6.75572338477436,3.08865834514957,7.53444480215322,3.29665710726744,3.87682968160896,3.96814831396196,5.10661457571242,3.75938304448423,3.38140341602474,7.36592643064248,2.64557043148888,4.46266419658292,2,5.91376997422532,3.8350284653394,6.58700704151165,3.75639983425102,4.95122846272045,6.47176360577253,NA,"D04",2524358,NA,1,"protein_coding","ASPARTYL PROTEASES ",NA,2233,1290,2233,50,250,3,NA,"List"
"NA__GOHIR.D04G048900","GOHIR.D04G048900","yellow","4",2,3.59851388837158,3.31921301700808,2.31446064497117,3.63520826774292,6.76670759699256,2.64466924019999,7.69214620181015,3.06518798921568,2.84943993215811,3.2965032520356,4.34731969780141,3.43506967371852,3.8778860690021,6.61309349477847,3.08998308067961,2,2.30125471211252,5.67830503522596,2.8921408650027,4.88589518391315,3.47710988791868,5.15301416211299,6.47176360577253,NA,"D04",8111139,NA,1,"protein_coding","GIBBERELLIN-REGULATED PROTEIN 4",NA,1036,321,1036,103,261,4,NA,"List"
"NA__GOHIR.D04G131600","GOHIR.D04G131600","yellow","4",2.40419482068231,2,2.37746796713408,3.14908589167165,3.26556647560009,5.27379674548643,2.35804782158611,6.29132433188909,2.24132005180405,2.34172063620157,2.36878579064934,2.76973957966326,2.74981818715564,2.61830656417798,5.51503768179865,2.35859751627867,2,3.62757903458087,3.60533583869366,2.6513330449187,2.7854101772743,2,4.30671728749097,6.17542906470764,NA,"D04",48666741,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,4641,1269,4641,200,205,6,NA,"List"
"NA__GOHIR.D04G153900","GOHIR.D04G153900","yellow","4",2.85469414206043,5.01776022413024,4.45572797148468,4.29182354498414,4.72614756757899,6.86197431683033,4.03512925843078,6.62169504142157,3.58631380713011,3.52148786792503,3.8565437518839,4.34731969780141,3.60632031527194,4.16284475288014,6.7886596077733,3.08998308067961,6.86800064935182,3.82959454406705,6.35887485610997,3.43928074048115,4.35058200330629,3.99029223081701,5.92265220243629,7.11057319366259,NA,"D04",53639454,NA,2,"protein_coding","FAMILY NOT NAMED ",NA,1643,556,1578,84,286,2,NA,"List"
"NA__GOHIR.D04G164160","GOHIR.D04G164160","yellow","4",2,2.74511169189668,2.92385636079773,3.14908589167165,2,3.88133343260519,2,5.62492874752734,2,4.94142141702039,2,2,3.60632031527194,3.04973148124057,6.16610554721219,2.35859751627867,2,2,2,2,4.35058200330629,2.37553156879275,3.39257351351432,5.01130833816112,NA,"D04",54948241,NA,2,"protein_coding","Protein of unknown function (DUF2775) (DUF2775)",NA,876,384,874,83,256,2,NA,"List"
"NA__GOHIR.D04G169500","GOHIR.D04G169500","yellow","4",3.09202165066493,4.07433215382681,4.86398960224504,4.05869976336691,3.71450969127155,7.24636012741938,3.4276825686727,7.10355614406622,3.49607242737953,4.4708077499319,3.96814831396196,3.76420633726651,2.42308377791439,2.61830656417798,5.83051950171335,4.13295390112547,2,5.15304822341451,6.43653632537852,4.40043977551295,4.089538926568,3.62350276791526,5.54617014988875,6.94125945512268,NA,"D04",55489209,NA,1,"protein_coding","EXPANSIN-LIKE A1-RELATED",NA,2979,780,2979,7,787,5,NA,"List"
"NA__GOHIR.D05G009400","GOHIR.D05G009400","yellow","4",3.63309443821026,5.47787939396547,4.2891790075307,5.25158780078531,5.50539459974215,8.60006349515595,4.13102470713422,8.96304742115951,5.17172646219901,4.6036144730317,3.2965032520356,4.34731969780141,3.0160479299037,4.83861518637413,8.12007811118559,4.84958594126195,6.48758942006821,6.61198535892806,7.55684199205648,4.3202915549514,3.71867677992596,2.67322618584733,5.22643753938268,9.13435777348148,NA,"D05",855295,NA,1,"protein_coding","X-BOX TRANSCRIPTION FACTOR-RELATED ",NA,4648,3312,4648,109,247,12,NA,"List"
"NA__GOHIR.D05G023700","GOHIR.D05G023700","yellow","4",2.85469414206043,4.18572262978845,3.99660535351819,2,2.43408532029772,6.4222912946199,2.88367650908263,7.28928768674525,2.62874677778667,3.38050927460521,2.36878579064934,3.42862952518244,2,3.2250778495991,6.16610554721219,3.08998308067961,2,4.66470103226311,5.67830503522596,3.71478406110326,3.60888010477626,2.37553156879275,5.07565271735291,6.74939990626262,NA,"D05",2074256,NA,2,"protein_coding","SULFATE TRANSPORTER 3.5-RELATED",NA,3638,1758,3638,26,534,12,NA,"List"
"NA__GOHIR.D05G097300","GOHIR.D05G097300","yellow","4",2.71957797689432,4.7899191429686,3.99660535351819,3.43553613284969,4.9058319775982,6.82040816355199,3.4276825686727,7.30085935626128,2.24132005180405,4.53873875602274,3.4581686629732,4.17785720364921,3.75938304448423,3.97925617107348,7.13303360778671,3.57301184382607,4.46266419658292,4.30674790659694,5.16087179559465,3.94601732903445,4.24443302050836,3.47710988791868,5.48764260699626,7.91054637955827,NA,"D05",8051028,NA,2,"protein_coding","NAD DEPENDENT EPIMERASE/DEHYDRATASE ",NA,4197,1038,4004,208,362,12,NA,"List"
"NA__GOHIR.D05G226000","GOHIR.D05G226000","yellow","4",2.21620658678122,3.88924616129846,4.97789862794451,4.55358985866488,4.42979665081599,6.73350084045353,3.4276825686727,6.76225639858131,3.58631380713011,2.84943993215811,3.2965032520356,4.42512742552358,3.43506967371852,3.8778860690021,5.46723660269767,2.35859751627867,2,4.81508469489884,5.16087179559465,3.43928074048115,4.20724050453106,2.67322618584733,6.45278311180204,6.78062896284242,NA,"D05",20476769,NA,1,"protein_coding","Plastocyanin-like domain (Cu_bind_like)",NA,1034,567,1034,49,338,2,NA,"List"
"NA__GOHIR.D05G230900","GOHIR.D05G230900","yellow","4",2,3.12643243559972,2.92385636079773,2.57249519080368,3.46219365635141,5.94982790648284,3.57135297758271,6.4659457729725,2.93385115214148,3.04898135133229,2.90596453624025,2.76973957966326,2.42308377791439,3.65089734552499,6.12047954809446,2.35859751627867,4.13233107114161,3.51486701358104,4.21145014290031,2.36211567114277,2.97436512420162,2.37553156879275,4.00673698670243,6.79599359778176,NA,"D05",21143034,NA,1,"protein_coding","BETA-D-XYLOSIDASE 7-RELATED",NA,3757,2496,3757,138,458,6,NA,"List"
"NA__GOHIR.D05G243900","GOHIR.D05G243900","yellow","4",6.91176404568172,3.6768713025492,3.31921301700808,2.7913056449142,2.90891660681901,8.14963498459997,2.88367650908263,7.83429529326772,3.06518798921568,4.53873875602274,3.96814831396196,3.35101561111589,2,3.65089734552499,8.27039243210814,4.79197152995748,7.02619638337929,5.29633890506098,6.46646696615854,2.8921408650027,4.65678696360269,4.19150252964477,4.95122846272045,6.37277180958213,NA,"D05",22973515,NA,1,"protein_coding",NA,NA,1463,1038,1463,NA,318,2,NA,"List"
"NA__GOHIR.D05G277800","GOHIR.D05G277800","yellow","4",2.97823253640824,2.74511169189668,3.13503548238283,2.98125839902982,3.03784742832721,6.35109819829235,2.64466924019999,6.77890138302652,2.78934949873028,2.61780080759122,2.66223396262617,2.50891254229054,2,3.04973148124057,5.75290312854277,2,3.70317544760233,2,5.45764231624643,2.36211567114277,2.97436512420162,2.37553156879275,3.39257351351432,5.6067986107972,NA,"D05",27701957,NA,1,"protein_coding","ENDO-1,4-BETA-GLUCANASE ",NA,2308,1461,2308,161,188,6,NA,"List"
"NA__GOHIR.D05G317300","GOHIR.D05G317300","yellow","4",3.63309443821026,4.9873329225597,4.10086297294918,4.36185067455433,3.36722730504187,6.54220398814638,3.08865834514957,6.44523947836509,2.78934949873028,3.52148786792503,3.96814831396196,5.4972859958376,2.42308377791439,3.52243390118707,5.69182149019607,2.64557043148888,6.48758942006821,3.11175116310498,5.36533939713346,4.14525766899094,4.65678696360269,3.13044981286818,6.00841632922591,6.76509893222073,NA,"D05",45231280,NA,2,"protein_coding","PECTATE LYASE 1-RELATED",NA,7028,1209,6436,94,542,6,NA,"List"
"NA__GOHIR.D06G024500","GOHIR.D06G024500","yellow","4",4.73522479431998,7.1071500769359,5.91224897733579,5.45751723073697,5.99274978722648,8.81637068885971,4.8474335402701,8.88062283739476,4.88216983478994,5.2149454522958,5.23981085720977,4.76143173744264,5.35068706765694,6.04588809992927,7.81100603360129,3.57301184382607,6.33467080865961,5.15304822341451,6.9522914928915,4.04907422729462,6.48192387928335,7.12491500420071,7.52508630432153,8.2873227789808,NA,"D06",2709957,NA,1,"protein_coding","HOMEOBOX PROTEIN KNOTTED-1-LIKE 1",NA,4933,1095,4933,493,1215,5,NA,"List"
"NA__GOHIR.D06G078800","GOHIR.D06G078800","yellow","4",3.09202165066493,6.01902048446296,7.55628306095227,6.906027266754,6.73481477729006,9.89875784740462,6.18452745956814,9.97180527168413,5.50820093477122,4.99076334378564,5.59312583924479,6.98164036642196,5.53163147737594,6.73787429127973,9.19284870625261,5.91733078239738,8.00388831121989,7.14436904785358,7.6769102764623,4.74549286663172,6.98878679404783,5.54885937457852,9.20707641067602,10.2761439514727,NA,"D06",15517454,NA,2,"protein_coding","sucrose synthase (E2.4.1.13)",NA,3843,2391,3843,352,259,10,NA,"List"
"NA__GOHIR.D06G157300","GOHIR.D06G157300","yellow","4",3.09202165066493,4.38561054574987,3.48251761949464,2.7913056449142,3.36722730504187,6.46337962371787,2.64466924019999,6.72837898874125,2.4479996514291,2.34172063620157,2.90596453624025,2.19028918046692,2,2.85008600481449,5.90417246982279,2,2,3.11175116310498,5.0466327425491,2.36211567114277,2.7854101772743,4.09440234949898,3.51484206690889,5.83218491012411,NA,"D06",57322093,NA,1,"protein_coding","HOMEOBOX PROTEIN TRANSCRIPTION FACTORS ",NA,4173,1074,4173,906,315,4,NA,"List"
